001100;0.4953941143207322;0.7769978081951734;0.4767964720310302
011-111;0.00463161549508121;0.09208982060009363;0.185906882976408
222-101;0.00294426887468303;0.0025231406069042197;0.5846460411755923
220110;0.2599272229300997;0.26470249132091;0.6741285309624779
201000;0.45840053333334485;0.7906373400407676;0.3808142738923148
201200;0.7782595358937326;0.5845761793474182;0.5519644498593357
200110;0.6498458409727246;0.7020655701130469;0.8803474071233609
011100;0.2949149230995125;0.864350677242216;0.2661140217092685
222100;-0.051326447015600164;-0.11813958683183817;0.2964426078872572
220-101;0.03566377374594798;0.03346198719956573;0.8248892796357931
111000;-0.10765627782318171;0.7869216672667767;-0.07837281849134861
001110;0.6962760693047717;0.8761697278614817;0.49596948471982816
001210;0.584692592175795;0.8791496187905218;0.5435847518664743
111100;-0.1255204924561589;0.27546799159338187;-0.10485323540677921
220100;0.1745132233537351;0.21315944659476221;0.8205193641145565
222-111;0.0288417371086252;0.025780529249786285;0.026252606376667105
222200;-0.10108723713835459;-0.1006002992618147;0.2020152414696153
-1-1-1010;-0.06799034401581011;-1.3677347515559224;-1.470673432734756
-1-1-1210;1.112604564410764;-1.2799794221808498;-1.1446957680756056
201010;0.5821984510767998;0.5743177869472958;0.8747897357488615
200000;0.8625651490255196;0.4818987369916522;0.5401608695648719
201210;0.8821980708008205;0.5775762914261854;0.5746388930619182
011210;0.24551796142328575;0.6897104803995011;0.25458837128665235
222210;0.005615797899033307;0.00357300035979649;0.014975222645024308
222010;-9.911475155532545E-4;0.02410926673082347;0.18910034348293392
220-111;0.31730138887927295;0.056113009586846445;0.032282795578263204
111110;0.005404030260860587;0.4306730343910664;0.006695131015763196
111-101;0.023584162604807377;0.023943804588097282;0.03299122918474882
001200;0.4891276314968993;0.7729580275888192;0.5412854039227207
111210;0.044951144279505424;0.5751351682887367;0.10469626833288312
220210;0.30775581443246025;0.23751817835284275;0.8821484333264383
200200;0.36649296957065153;0.4911056102650143;0.8453065284256318
011010;0.334441062735384;0.8688317174613739;0.24916104009333856
200-101;0.015212608417031703;0.0029587621794166965;0.8741655998254789
200010;0.8560769100298006;0.37454713388018523;0.619885200839915
011200;0.2070880050325195;0.8243045864683091;0.17095975661107982
201-111;0.8692839539988151;0.01845772857474446;0.023955241963635666
200210;0.6036899617792199;0.5971648752367716;0.8817651382263788
011000;0.6444297471260751;0.185817737084296;0.02131796220403813
201100;0.8751755905561691;0.46501051290594525;0.4659545840641992
222000;-0.14491785108121208;-0.1943188776980672;-0.00812934247697912
001010;0.8748046248878165;0.7147152338476741;0.7134025922857072
011-101;0.03707883164711875;0.05074766530087689;0.04979899901722214
111200;-0.07521295732227899;0.5263384847844257;-0.07227453183078011
220000;0.12630908249465242;0.11968051513494982;0.7296091165383852
220200;0.24449552774725825;0.16822086758070248;0.8476553371073597
-1-1-1110;1.0663840461529548;-1.134933084396889;-1.0878065139381239
200-111;0.32455525319753986;0.01692609960149777;0.03745126764408343
201110;0.8795806640536477;0.5301753932744093;0.5575970177443663
200100;0.46148037107971895;0.42604385401405265;0.7482973021686841
011110;0.24837065262823543;0.8728050071562526;0.18218746163425537
222110;0.0056594049291695476;0.006030258159436339;0.5239359529758616
220010;0.35406317968792;0.3356174931179199;0.5314683900059798
111010;0.019995645323002003;0.565602194864431;0.032430443740072076
001000;0.6156716472411529;0.7806196193372247;0.4394352685138411
201-101;0.06446930199027759;0.8808889274339752;0.015137973307778097
