20111;0.8602740307721483;0.7191983935491238;0.6968084247189934
20110;0.7584721379596556;0.7156562231810284;0.6739193159210045
20011;0.8272125727679824;0.5579214537630722;0.8812988024267829
11120;0.09620156821418287;0.4760379352117968;0.014714295425305982
20010;0.5436476403588493;0.688080474908806;0.8801564287009439
22011;0.2767409382400652;0.18682755580392718;0.7154071795113985
00101;0.8642859342097621;0.7137778540155668;0.6153558592174818
22210;-0.06845140144183716;0.01697039135671085;-0.1220634502334696
22211;0.002158573298094609;-3.5204426846870314E-4;0.24259289455361055
00121;0.6440524606286074;0.6463185186731919;0.7862382839308502
01111;0.44429143498446716;0.8330280761852401;0.484620749313684
00100;0.8621861821138331;0.5893151601143402;0.640700695638539
-1-1-121;-0.8435643725688377;-1.4672229994491561;-1.3942852787930053
01110;0.46716305069384767;0.6438852630120813;0.30024333667137526
-1-1-101;-0.036774509764625374;-1.4404535335918662;-1.4287573902262598
00120;0.7221171925572729;0.8780797326249767;0.3773124813207515
22010;0.23648315882217086;0.18309780116625513;0.692371774886165
11100;-0.013877230310861603;0.24659939920510549;-0.018080005314583224
11121;0.05777193607419203;0.7009375338778084;0.059660177523337556
11101;0.07998482938278949;0.24707708433749115;0.032799556805715946
20101;0.7144437844014093;0.6848126292352963;0.8617591020465811
20100;0.6262383599709648;0.5948820604529703;0.63641475198882
20001;0.7022270785867204;0.7040607570370865;0.8732297581328379
20000;0.6862183203305082;0.7437602178544318;0.8749390234980875
20121;0.8755251070660871;0.6859239372370172;0.7039728960116738
20120;0.6888219240286715;0.5936649194893003;0.6689385938713042
20021;0.49287530604352114;0.2415074670765025;0.7929535080022572
20020;0.6659801242445297;0.4229802938714502;0.7550624168262676
22000;0.2988702272114274;0.32906940019951847;0.34201546732221055
22220;-0.014076224855372934;0.005904049255586173;-0.018940709945934504
22001;0.41994715029473934;0.4043223482685082;0.4357360576177496
22221;0.04749855846559608;0.002578390955826436;0.003218670013611759
00110;0.6725914270600206;0.7380145445754097;0.5840775095183429
22200;-0.04389099796076505;-0.014198336754351929;-0.014345736065768337
01101;0.6032854108301142;0.8366240029743818;0.18510294199346997
00111;0.7976589335572147;0.8816472067121165;0.7410450766911548
01100;0.2385301390592162;0.5993924131551349;0.13912048378947997
22201;0.006276866681261288;0.037912634298147924;0.5054251098230245
-1-1-111;0.4568459823599836;-1.0618745069799513;-1.2385362570420153
01121;0.48376683805282117;0.8758720979827955;0.24704886892310465
01120;0.2666108409641062;0.6403558878773928;0.283324331748805
22020;0.31809863897247687;0.2366437575223955;0.770513484777155
22021;0.513520682099678;0.16445136845704025;0.8433182494749456
11111;0.04594714591154101;0.4625087971955551;0.01284047737891823
11110;-0.05281023959748758;0.025110043196903346;-0.07588368642335798
